"Нурофен для детей суспензия 100 мг/5 мл апельсин, 200 мл ","Ибупрофен","

Нурофен® для детей – суспензия, специально разработанная для детей. Для приема внутрь. Пациентам с повышенной чувствительностью желудка рекомендуется принимать препарат во время еды.

Только для кратковременного применения. Внимательно прочтите инструкцию перед приемом препарата.

Перед употреблением тщательно взболтайте флакон. Для точного отмеривания дозы препарата прилагается удобный мерный шприц. 5 мл препарата содержат 100 мг ибупрофена или 20 мг ибупрофена в 1 мл.

Использование мерного шприца:

Плотно вставьте мерный шприц в горлышко флакона. Переверните флакон вверх дном и плавно потяните поршень вниз, набирая суспензию в шприц до нужной отметки. Верните флакон в исходное положение и выньте шприц, аккуратно поворачивая его. Поместите шприц в ротовую полость и медленно нажимайте на поршень, плавно выпуская суспензию.

После употребления промойте шприц в теплой воде и высушите его в недоступном для ребенка месте.

Лихорадка (жар) и боль:

Дозировка для детей зависит от возраста и массы тела ребенка. Максимальная суточная доза не должна превышать 30 мг/кг массы тела ребенка c интервалами между приемами препарата 6-8 часов.

Дети в возрасте 3-6 месяцев (вес ребенка от 5 до 7,6 кг): по 2,5 мл (50 мг) до 3 раз в течение 24 часов, не более 7,5 мл (150 мг) в сутки.

Дети в возрасте 6-12 месяцев (вес ребенка 7,7 - 9 кг): по 2,5 мл (50 мг) до 3-4 раз в течение 24 часов, не более 10 мл (200 мг) в сутки.

Дети в возрасте 1-3 года (вес ребенка 10 - 16 кг): по 5,0 мл (100 мг) до 3 раз в течение 24 часов, не более 15 мл (300 мг) в сутки.

Дети в возрасте 4-6 лет (вес ребенка 17 - 20 кг): по 7,5 мл (150 мг) до 3 раз в течение 24 часов, не более 22,5 мл (450 мг) в сутки.

Дети в возрасте 7-9 лет (вес ребенка 21 - 30 кг): по 10 мл (200 мг) до 3 раз в течение 24 часов, не более 30 мл (600 мг) в сутки.

Дети в возрасте 10-12 лет (вес ребенка 31 - 40 кг): по 15 мл (300 мг) до 3 раз в течение 24 часов, не более 45 мл (900 мг) в сутки.

Продолжительность лечения - не более 3 дней. Не превышайте указанную дозу.

Если при приеме препарата в течение 24 часов (у детей в возрасте 3-5 месяцев) или в течение 3 дней (у детей в возрасте 6 месяцев и старше) симптомы сохраняются или усиливаются, необходимо прекратить лечение и обратиться к врачу.

Постиммунизационная лихорадка:

Детям в возрасте до 6 месяцев: по 2,5 мл (50 мг) препарата. При необходимости, еще 2,5 мл (50 мг) через 6 часов. Не применяйте более 5 мл (100 мг) в течение 24 часов.",187,13
"Нурофен Экспресс Леди, таблетки 400 мг, 12 шт.","Ибупрофен","Внимательно прочтите инструкцию перед приемом препарата.

Для приема внутрь. Только для кратковременного применения.

Взрослым и детям старше 12 лет внутрь по 1 таблетке (400 мг) до 3 раз в сутки. Таблетки следует запивать водой. Интервал между приемом препарата должен составлять не менее 4 часов.

Максимальная суточная доза составляет 1200 мг (3 таблетки).

Максимальная суточная доза для детей от 12-17 лет составляет 800 мг (2 таблетки).

Если при приеме препарата в течение 2-3 дней симптомы сохраняются или усиливаются, необходимо прекратить лечение и обратиться к врачу.

В случае необходимости приема препарата более 10 дней, необходимо обратиться к врачу.. 
",185,14
"Нурофен суспензия для детей 100 мг/5 мл клубника, 150 мл ","Ибупрофен"," Нурофен для детей  суспензия, специально разработанная для детей. Для приема внутрь. Пациентам с повышенной чувствительностью желудка рекомендуется принимать препарат во время еды.

Только для кратковременного применения. Внимательно прочтите инструкцию перед приемом препарата.

Перед употреблением тщательно взболтайте флакон. Для точного отмеривания дозы препарата прилагается удобный мерный шприц. 5 мл препарата содержат 100 мг ибупрофена или 20 мг ибупрофена в 1 мл.

Использование мерного шприца:

Плотно вставьте мерный шприц в горлышко флакона. Переверните флакон вверх дном и плавно потяните поршень вниз, набирая суспензию в шприц до нужной отметки. Верните флакон в исходное положение и выньте шприц, аккуратно поворачивая его. Поместите шприц в ротовую полость и медленно нажимайте на поршень, плавно выпуская суспензию.

После употребления промойте шприц в теплой воде и высушите его в недоступном для ребенка месте.

Лихорадка (жар) и боль:

Дозировка для детей зависит от возраста и массы тела ребенка.

Максимальная суточная доза не должна превышать 30 мг/кг массы тела ребенка c интервалами между приемами препарата 6-8 часов.

Дети в возрасте 3-6 месяцев (вес ребенка от 5 до 7,6 кг): по 2,5 мл (50 мг) до3 раз в течение 24 часов, не более 7,5 мл (150 мг) в сутки.
Дети в возрасте 6-12 месяцев (вес ребенка 7,7 - 9 кг): по 2,5 мл (50 мг) до3-4 раз в течение 24 часов, не более 10 мл (200 мг) в сутки.
Дети в возрасте 1-3 года (вес ребенка 10 - 16 кг): по 5,0 мл (100 мг) до 3 раз в течение 24 часов, не более 15 мл (300 мг) в сутки.
Дети в возрасте 4-6 лет (вес ребенка 17 - 20 кг): по 7,5 мл (150 мг) до 3 раз в течение 24 часов, не более 22,5 мл (450 мг) в сутки.
Дети в возрасте 7-9 лет (вес ребенка 21 - 30 кг): по 10 мл (200 мг) до 3 раз в течение 24 часов, не более 30 мл (600 мг) в сутки.
Дети в возрасте 10-12 лет (вес ребенка 31 - 40 кг): по 15 мл (300 мг) до 3 раз в течение 24 часов, не более 45 мл (900 мг) в сутки.

Продолжительность лечения - не более 3 дней.

Не превышайте указанную дозу.

Если при приеме препарата в течение 24 часов (у детей в возрасте 3-5 месяцев) или в течение 3 дней (у детей в возрасте 6 месяцев и старше) симптомы сохраняются или усиливаются, необходимо прекратить лечение и обратиться к врачу.

Постиммунизационная лихорадка:
Детям в возрасте до 6 месяцев: по 2,5 мл (50 мг) препарата.

При необходимости, еще 2,5 мл (50 мг) через 6 часов. Не применяйте более5 мл (100 мг) в течение 24 часов. ",146,15
"Нурофен суспензия для детей 100 мг/5 мл апельсин, 150 мл ","Ибупрофен","
Нурофен® для детей – суспензия, специально разработанная для детей. Для приема внутрь. Пациентам с повышенной чувствительностью желудка рекомендуется принимать препарат во время еды.

Только для кратковременного применения. Внимательно прочтите инструкцию перед приемом препарата.
Перед употреблением тщательно взболтайте флакон. Для точного отмеривания дозы препарата прилагается удобный мерный шприц. 5 мл препарата содержат 100 мг ибупрофена или 20 мг ибупрофена в 1 мл.

Использование мерного шприца:

Плотно вставьте мерный шприц в горлышко флакона. Переверните флакон вверх дном и плавно потяните поршень вниз, набирая суспензию в шприц до нужной отметки. Верните флакон в исходное положение и выньте шприц, аккуратно поворачивая его. Поместите шприц в ротовую полость и медленно нажимайте на поршень, плавно выпуская суспензию.
После употребления промойте шприц в теплой воде и высушите его в недоступном для ребенка месте.

Лихорадка (жар) и боль:

Дозировка для детей зависит от возраста и массы тела ребенка. Максимальная суточная доза не должна превышать 30 мг/кг массы тела ребенка c интервалами между приемами препарата 6-8 часов.
Дети в возрасте 3-6 месяцев (вес ребенка от 5 до 7,6 кг): по 2,5 мл (50 мг) до 3 раз в течение 24 часов, не более 7,5 мл (150 мг) в сутки.
Дети в возрасте 6-12 месяцев (вес ребенка 7,7 - 9 кг): по 2,5 мл (50 мг) до 3-4 раз в течение 24 часов, не более 10 мл (200 мг) в сутки.
Дети в возрасте 1-3 года (вес ребенка 10 - 16 кг): по 5,0 мл (100 мг) до 3 раз в течение 24 часов, не более 15 мл (300 мг) в сутки.
Дети в возрасте 4-6 лет (вес ребенка 17 - 20 кг): по 7,5 мл (150 мг) до 3 раз в течение 24 часов, не более 22,5 мл (450 мг) в сутки.
Дети в возрасте 7-9 лет (вес ребенка 21 - 30 кг): по 10 мл (200 мг) до 3 раз в течение 24 часов, не более 30 мл (600 мг) в сутки.
Дети в возрасте 10-12 лет (вес ребенка 31 - 40 кг): по 15 мл (300 мг) до 3 раз в течение 24 часов, не более 45 мл (900 мг) в сутки.
Продолжительность лечения - не более 3 дней. Не превышайте указанную дозу.

Если при приеме препарата в течение 24 часов (у детей в возрасте 3-5 месяцев) или в течение 3 дней (у детей в возрасте 6 месяцев и старше) симптомы сохраняются или усиливаются, необходимо прекратить лечение и обратиться к врачу.

Постиммунизационная лихорадка:

Детям в возрасте до 6 месяцев: по 2,5 мл (50 мг) препарата. При необходимости, еще 2,5 мл (50 мг) через 6 часов. Не применяйте более 5 мл (100 мг) в течение 24 часов. 

",144,16
"Нурофен Интенсив таблетки обезболивающие 200 мг+500 мг, 6 шт. ","Ибупрофен","

Внимательно прочтите инструкцию перед приемом препарата.

Для приема внутрь, до или через 2-3 часа после еды. Только для кратковременного применения.

Принимать по 1 таблетке до трех раз в сутки, запивая водой. Интервал между приемами препарата должен составлять не менее 6 часов.

Максимальная разовая доза: 2 таблетки (соответствует 400 мг ибупрофена, 1000 мг парацетамола).

Максимальная суточная доза: 6 таблеток (соответствует 1200 мг ибупрофена, 3000 мг парацетамола).

Рекомендуется продолжительность лечения не более 3 дней. Если при приеме препарата в течение 2-3 дней симптомы сохраняются или усиливаются, необходимо прекратить лечение и обратиться к врачу.",198,17
"Бруфика Плюс суспензия для приема внутрь 100 мг+162.5 мг/5 мл, 100 мл ","Ибупрофен, парацетамол","

Бруфика Плюс принимают внутрь. Препарат принимается при появлении симптомов (повышение температуры тела или болевой синдром).
Перед употреблением тщательно взболтать флакон. Для точного отмеривания дозы препарата прилагается шприц - дозатор или мерная ложка.
Доза препарата зависит от возраста и массы тела ребенка.

Масса тела (возраст) Однократная дозировка
10-15 кг (2-3 года) 5 мл
16-21 кг (4-6 лет) 7.5 мл
22-26 кг (7-9 лет) 10 мл
27-32 кг (10-11 лет) 12.5 мл
33-43 кг (12-14 лет) 15 мл

Препарат принимают 3 раза в день с интервалом 8 часов.
Предупреждение: не превышать указанную дозу.
Продолжительность лечения:
— не более 3-х дней в качестве жаропонижающего;
— не более 5-ти дней в качестве обезболивающего.
Если температура или болевой синдром сохраняется, посоветуйтесь с врачом.

Использование мерного шприца:
1. Хорошо взболтайте суспензию (флакон).
2. Плотно вставьте шприц в горлышко флакона.
3. Переверните флакон вверх дном и плавно потяните поршень вниз, набирая суспензию в шприц до нужной отметки.
4. Верните флакон в исходное положение и выньте шприц, аккуратно поворачивая его.
5. Поместите шприц в ротовую полость ребенка и медленно нажимайте на поршень, плавно выпуская суспензию.
После употребления промойте шприц в теплой воде и высушите его в недоступном для ребенка месте.",282,18
"Нурофен Интенсив таблетки обезболивающие 200 мг+500 мг, 12 шт. ","Ибупрофен, парацетамол","

Внимательно прочтите инструкцию перед приемом препарата.

Для приема внутрь, до или через 2-3 часа после еды. Только для кратковременного применения.

Принимать по 1 таблетке до трех раз в сутки, запивая водой. Интервал между приемами препарата должен составлять не менее 6 часов.

Максимальная разовая доза: 2 таблетки (соответствует 400 мг ибупрофена, 1000 мг парацетамола).

Максимальная суточная доза: 6 таблеток (соответствует 1200 мг ибупрофена, 3000 мг парацетамола).

Рекомендуется продолжительность лечения не более 3 дней. Если при приеме препарата в течение 2-3 дней симптомы сохраняются или усиливаются, необходимо прекратить лечение и обратиться к врачу.",280,19
"Парацитолгин таблетки покрыт. плен. об. 400 мг+325 мг, 10 шт.","Ибупрофен","

Внутрь (до или через 2-3 ч после еды), не разжевывая, запивая достаточным количеством воды. По 1 таблетке 3 раза в сутки. Максимальная суточная доза – 3 таблетки.

Длительность лечения не более 3 дней в качестве жаропонижающего средства и не более 5 дней в качестве обезболивающего. Продолжение лечения препаратом возможно только после консультации с врачом.

Если после лечения улучшения не наступает или симптомы усугубляются, или появляются новые симптомы, необходимо проконсультироваться с врачом. Применяйте препарат только согласно тем показаниям, тому способу применения и в тех дозах, которые указаны в инструкции.",160,20
"Пенталгин экстра-гель для наружного применения 5%, 50 г ","Кетопрофен"," Препарат предназначен для наружного применения.

Гель следует наносить на чистую сухую кожу. Небольшое количество геля (3-5 см) наносят тонким слоем, с последующим осторожным втиранием в воспаленные или болезненные участки тела. Препарат следует наносить 2-3 раза в день.

Продолжительность курса лечения не должна превышать 14 дней.",360,21
"Кетопрофен раствор для в/в и в/м введен 50мг/мл 2 мл ампулы, 5 шт.","Кетопрофен"," Внутривенно, внутримышечно. Внутримышечно (в/м) - 100 мг (1 ампула) 1-2 раза в сутки. Внутривенное (в/в) инфузионное введение должно проводиться только в условиях стационара. Непродолджительная внутривенная инфузия: 100-200 мг (1-2 ампулы) растворяют в 100 мл 0,9% раствора натрия хлорида и вводят в течение 0,5-1 часа; возможно повторное введение через 8 часов.

Продолжительная внутривенная инфузия: 100-200 мг (1-2 ампулы) растворяют в 500 мл инфузионного раствора (0,9% раствор натрия хлорида, раствор Рингера, 5% раствор декстрозы) и вводят в течение 8 часов;

возможно повторное введение через 8 часов. Из-за светочувствительности флакон или полиэтиленовый пакет с инфузионным раствором кетопрофена следует обернуть темной бумагой или алюминиевой фольгой. Максимальная суточная доза – 200 мг.

Кетопрофен может применяться в комбинации с анальгетиками центрального действия; его можно смешивать с морфином в одном флаконе. Препарат не следует принимать более 2-3 дней, в случае необходимости - применять иные лекарственные формы. ",104,22
"Кетонал Актив гранулы д/пригот р-ра д/приема внутрь 40 мг пакетики, 12 шт. ","Кетопрофен","

Взрослым:

Содержимое двух пакетиков растворить в половине стакана питьевой воды и принимать внутрь до 3-х раз в день во время еды.

Пожилым пациентам дозу устанавливает врач, желательно уменьшение дозировки в 2 раза.

Детям (от 6 до 14 лет):

Содержимое одного пакетика растворить в половине стакана питьевой воды и принимать внутрь до 3-х раз в день во время еды.

Детям (от 14 до 18 лет):

Дозировки препарата соответствуют таковым у взрослых.

Для снижения риска развития нежелательных явлений со стороны желудочно-кишечного тракта следует использовать минимальную эффективную дозу максимально возможным коротким курсом.",228,23
"Аркетал Ромфарм р-р для инфузий и в/мыш. введ. 50 мг/мл 2 мл ампулы, 10 шт. ","Кетопрофен"," Препарат вводят взрослым в/в капельно или в/м. В/м - 100 мг 1-2 раза/сут, в/в капельно - 100-200 мг в 100-500 мл 0.9% раствора натрия хлорида. Инфузии проводятся только в стационаре, не более 300 мг в течение 0.5-1 ч.

Максимальная суточная доза - 300 мг.

Лечение препаратом проводят кратковременно (2-3 дня). При необходимости лечение продолжают другими лекарственными формами.

У пациентов пожилого возраста препарат рекомендуется применять в минимальной эффективной дозе. Пациентам требуется регулярное наблюдение, т.к. возможно желудочно-кишечное кровотечение во время терапии НПВС.

У пациентов с почечной недостаточностью препарат рекомендуется применять в минимальной эффективной дозе, которую затем корректируют в зависимости от состояния функции почек.

Правила введения препарата

В/м препарат вводят глубоко, медленно, в верхний наружный квадрант ягодицы, в строго асептических условиях. Последующие инъекции вводят поочередно в обе ягодицы.

В/в: 1) кратковременная инфузия - от 100 до 200 мг кетопрофена разбавляют в 100 мл 0.9% раствора натрия хлорида и вводят в течение 0.5-1 ч; введение можно повторять каждые 8 ч, в течение не более 48 ч; 2) длительная инфузия - от 100 до 200 мг кетопрофена разбавляют в 500 мл раствора для инфузии (0.9% раствор натрия хлорида, раствор Рингера лактата, раствор декстрозы) и вводят в течение 8 ч; введение можно повторять каждые 8 ч, в течение не более 24 ч.

В связи с тем, что кетопрофен является чувствительным к свету, флакон или инфузионный мешок должны быть покрыты черной бумагой или алюминиевой фольгой. ",174,24
